-3.341277599334716797e+00,-3.625916957855224609e+00,-2.415621042251586914e+00,1.855485320091247559e+00,1.952072143554687500e+00,-8.453935384750366211e-01,-1.945625424385070801e+00,-6.863656997680664062e+00,-5.326623439788818359e+00,-6.295036315917968750e+00,-1.105490803718566895e+00,-3.446435451507568359e+00,-5.204433441162109375e+00,-5.502186298370361328e+00,-3.581691503524780273e+00
-3.341323852539062500e+00,-3.625956535339355469e+00,-2.415670871734619141e+00,1.855465531349182129e+00,1.952062606811523438e+00,-8.453820943832397461e-01,-1.945701718330383301e+00,-6.863666534423828125e+00,-5.326635837554931641e+00,-6.295083045959472656e+00,-1.105516910552978516e+00,-3.446437358856201172e+00,-5.204419136047363281e+00,-5.502171039581298828e+00,-3.581691741943359375e+00
-3.341372966766357422e+00,-3.625998497009277344e+00,-2.415723085403442383e+00,1.855444908142089844e+00,1.952052116394042969e+00,-8.453700542449951172e-01,-1.945781826972961426e+00,-6.863676071166992188e+00,-5.326648712158203125e+00,-6.295133590698242188e+00,-1.105544567108154297e+00,-3.446439743041992188e+00,-5.204404830932617188e+00,-5.502154350280761719e+00,-3.581691980361938477e+00
-3.341423988342285156e+00,-3.626042366027832031e+00,-2.415777921676635742e+00,1.855423092842102051e+00,1.952041625976562500e+00,-8.453572988510131836e-01,-1.945865988731384277e+00,-6.863686084747314453e+00,-5.326662540435791016e+00,-6.295185565948486328e+00,-1.105573415756225586e+00,-3.446441888809204102e+00,-5.204389095306396484e+00,-5.502138137817382812e+00,-3.581691980361938477e+00
-3.341477870941162109e+00,-3.626088619232177734e+00,-2.415835618972778320e+00,1.855399966239929199e+00,1.952030181884765625e+00,-8.453441858291625977e-01,-1.945954322814941406e+00,-6.863697052001953125e+00,-5.326676845550537109e+00,-6.295239925384521484e+00,-1.105603694915771484e+00,-3.446444511413574219e+00,-5.204372406005859375e+00,-5.502120018005371094e+00,-3.581692457199096680e+00
-3.341534614562988281e+00,-3.626137256622314453e+00,-2.415895938873291016e+00,1.855376005172729492e+00,1.952018499374389648e+00,-8.453301191329956055e-01,-1.946047067642211914e+00,-6.863708496093750000e+00,-5.326692581176757812e+00,-6.295297622680664062e+00,-1.105635523796081543e+00,-3.446446895599365234e+00,-5.204355716705322266e+00,-5.502100944519042969e+00,-3.581692695617675781e+00
-3.341593742370605469e+00,-3.626188278198242188e+00,-2.415959596633911133e+00,1.855350852012634277e+00,1.952005863189697266e+00,-8.453155755996704102e-01,-1.946144461631774902e+00,-6.863720417022705078e+00,-5.326708316802978516e+00,-6.295358180999755859e+00,-1.105669021606445312e+00,-3.446449518203735352e+00,-5.204337596893310547e+00,-5.502081871032714844e+00,-3.581693172454833984e+00
-3.341655731201171875e+00,-3.626241683959960938e+00,-2.416026353836059570e+00,1.855324268341064453e+00,1.951992988586425781e+00,-8.453000783920288086e-01,-1.946246743202209473e+00,-6.863732814788818359e+00,-5.326725482940673828e+00,-6.295421600341796875e+00,-1.105704069137573242e+00,-3.446452379226684570e+00,-5.204319000244140625e+00,-5.502060890197753906e+00,-3.581693649291992188e+00
-3.341721534729003906e+00,-3.626297950744628906e+00,-2.416096448898315430e+00,1.855296492576599121e+00,1.951979160308837891e+00,-8.452839851379394531e-01,-1.946354269981384277e+00,-6.863745689392089844e+00,-5.326742649078369141e+00,-6.295488357543945312e+00,-1.105741024017333984e+00,-3.446455240249633789e+00,-5.204298973083496094e+00,-5.502039432525634766e+00,-3.581693887710571289e+00
-3.341790199279785156e+00,-3.626357078552246094e+00,-2.416170120239257812e+00,1.855267167091369629e+00,1.951964855194091797e+00,-8.452671766281127930e-01,-1.946467161178588867e+00,-6.863759517669677734e+00,-5.326761722564697266e+00,-6.295558452606201172e+00,-1.105779647827148438e+00,-3.446458339691162109e+00,-5.204277992248535156e+00,-5.502017021179199219e+00,-3.581694364547729492e+00
-3.341862678527832031e+00,-3.626418828964233398e+00,-2.416247367858886719e+00,1.855236411094665527e+00,1.951949596405029297e+00,-8.452491760253906250e-01,-1.946585774421691895e+00,-6.863774299621582031e+00,-5.326780796051025391e+00,-6.295632362365722656e+00,-1.105820417404174805e+00,-3.446461677551269531e+00,-5.204256057739257812e+00,-5.501992702484130859e+00,-3.581694841384887695e+00
-3.341938495635986328e+00,-3.626484394073486328e+00,-2.416328907012939453e+00,1.855203986167907715e+00,1.951933860778808594e+00,-8.452304601669311523e-01,-1.946710586547851562e+00,-6.863789558410644531e+00,-5.326801300048828125e+00,-6.295709609985351562e+00,-1.105863332748413086e+00,-3.446465015411376953e+00,-5.204232692718505859e+00,-5.501967430114746094e+00,-3.581695318222045898e+00
-3.342018604278564453e+00,-3.626552820205688477e+00,-2.416414499282836914e+00,1.855170130729675293e+00,1.951917171478271484e+00,-8.452107906341552734e-01,-1.946841835975646973e+00,-6.863805294036865234e+00,-5.326822757720947266e+00,-6.295790672302246094e+00,-1.105908274650573730e+00,-3.446468353271484375e+00,-5.204208374023437500e+00,-5.501940727233886719e+00,-3.581695556640625000e+00
-3.342102527618408203e+00,-3.626624822616577148e+00,-2.416504144668579102e+00,1.855134367942810059e+00,1.951899528503417969e+00,-8.451900482177734375e-01,-1.946979641914367676e+00,-6.863821983337402344e+00,-5.326845645904541016e+00,-6.295876502990722656e+00,-1.105955600738525391e+00,-3.446472167968750000e+00,-5.204183101654052734e+00,-5.501913070678710938e+00,-3.581696271896362305e+00
-3.342190742492675781e+00,-3.626700878143310547e+00,-2.416599035263061523e+00,1.855096697807312012e+00,1.951880931854248047e+00,-8.451682329177856445e-01,-1.947124838829040527e+00,-6.863840103149414062e+00,-5.326869487762451172e+00,-6.295967102050781250e+00,-1.106005430221557617e+00,-3.446476221084594727e+00,-5.204156398773193359e+00,-5.501884460449218750e+00,-3.581696748733520508e+00
-3.342283725738525391e+00,-3.626780509948730469e+00,-2.416698455810546875e+00,1.855057120323181152e+00,1.951861381530761719e+00,-8.451453447341918945e-01,-1.947277307510375977e+00,-6.863858699798583984e+00,-5.326894283294677734e+00,-6.296061515808105469e+00,-1.106057763099670410e+00,-3.446480274200439453e+00,-5.204128265380859375e+00,-5.501852989196777344e+00,-3.581697225570678711e+00
